<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061350>	Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Herzogtum Nassau (1806-1866)	NZ 61350
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061400>	Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Provinz Hessen-Nassau (1866-1933)	NZ 61400
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061500>	Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Volksstaat Hessen (1918-1933)	NZ 61500
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061250>	Großherzogtum Hessen-Darmstadt (1806-1918) | Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Allgemeine Darstellungen. Einzelnes	NZ 61250
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061260>	Großherzogtum Hessen-Darmstadt (1806-1918) | Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Demagogenverfolgung	NZ 61260
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061270>	Großherzogtum Hessen-Darmstadt (1806-1918) | Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Revolution 1848	NZ 61270
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2061300>	Kurfürstentum Hessen-Kassel (1814-1866) | Geschichte einzelner hessischer Territorien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Allgemeine Darstellungen. Einzelnes	NZ 61300
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2064250>	Geschichte und Beschreibung einzelner Regionen | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Nordhessen (Nordhessisches Bergland)	NZ 64250
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2064850>	Geschichte und Beschreibung einzelner Regionen | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Frühere hessische Gebiete	NZ 64850
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2065000>	Regierende Häuser | Geschichte einzelner Familien | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Hessen gesamt	NZ 65000
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2067000>	Biografien hessischer Persönlichkeiten | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Übergreifende Darstellungen	NZ 67000
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/NZ%2067100>	Biografien hessischer Persönlichkeiten | Landesgeschichte Hessen | Regionale Landeskunde | Geschichte | Einzelne Personen A-Z	NZ 67100
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PL%20451>	Das Landesverfassungsrecht | Staatsrecht und Verfassungsrecht | Staatsrecht und Verfassungsgeschichte | Rechtswissenschaft | Hessen	PL 451
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PN%20325>	Das Kommunalrecht der einzelnen Länder, Gemeindeverfassung | Kommunalrecht (BF Gemeinderecht) | Besonderes Verwaltungsrecht | Verwaltungswissenschaften und Verwaltungsrecht | Rechtswissenschaft | Hessen	PN 325
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PN%20365>	Das materielle Recht der öffentlichen Sicherheit und Ordnung der Bundesländer | Recht der öffentlichen Sicherheit und Ordnung | Besonderes Verwaltungsrecht | Verwaltungswissenschaften und Verwaltungsrecht | Rechtswissenschaft | Hessen	PN 365
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PN%20385>	Polizeiorganisation | Recht der öffentlichen Sicherheit und Ordnung | Besonderes Verwaltungsrecht | Verwaltungswissenschaften und Verwaltungsrecht | Rechtswissenschaft | Hessen	PN 385
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PW%202732>	Partikularrechtsquellen der Neuzeit einschließlich zeitgenössischer Darstellungen und Erläuterungen | Quellen | Deutsche und ausländische Rechtsgeschichte | Rechtswissenschaft | Hessen, Nassau	PW 2732
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/PW%208290>	Rechtsgeschichte der deutschen Länder | Deutsche und ausländische Rechtsgeschichte | Rechtswissenschaft | Hessen	PW 8290
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/QG%20330>	Süddeutschland | Bundesrepublik Deutschland | Deutschland | Europa | Wirtschaftskunde und Allgemeines. Länderstatistisches und regionalstatistisches Material. Wirtschaftspolitik (einschließlich Stellungnahmen dazu) in einzelnen Ländern | Wirtschaftswissenschaften | Hessen	QG 330
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/TP%205066>	Mittel- und Westdeutschland | Deutschland (Westliche Länder) | Deutschland | Mitteleuropa | Europa | Regionale Geologie | Geowissenschaften | Hessen	TP 5066
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/TP%205070>	Hessen | Mittel- und Westdeutschland | Deutschland (Westliche Länder) | Deutschland | Mitteleuropa | Europa | Regionale Geologie | Geowissenschaften | Westhessisches Berg- und Beckenland	TP 5070
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/TP%205072>	Hessen | Mittel- und Westdeutschland | Deutschland (Westliche Länder) | Deutschland | Mitteleuropa | Europa | Regionale Geologie | Geowissenschaften | Wetterau und Rhein-Main-Gebiet	TP 5072
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WI%207450>	Mittel- und Westdeutschland | Deutschland | Deutsches Sprachgebiet | Mitteleuropa | Europa | Regionale Ökologie und Biogeografie: Vegetation und Tierwelt einzelner Gebiete. | Regionale Ökologie und Biogeografie | Ökologie | Biologie | Hessen	WI 7450
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WP%201112>	Deutschland <westliche Länder> | Deutsches Sprachgebiet insgesamt, Deutschland und angrenzende Gebiete Mitteleuropas und Zentraleuropas (Deutschland, Österreich, Schweiz) insgesamt | Paläarktis, Eurosibirien, Europa | Regional begrenzte Abhandlungen zur Fauna insgesamt. Bestimmungsbücher bestimmter Gebiete | Spezielle (taxonomische) Zoologie | Biologie | Hessen	WP 1112
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WR%202612>	Deutschland <westliche Länder> | Deutsches Sprachgebiet insgesamt, Deutschland und angrenzende Gebiete Mitteleuropas und Zentraleuropas (Deutschland, Österreich, Schweiz) insgesamt | Paläarktis, Eurosibirien, Europa | Faunistik der Fische. Regional begrenzte Bestimmungsbücher. Ichthyologische Faunen einzelner Gebiete | Pisces (Fische), Gesamtdarstellungen der Fischkunde | Gnathostomata (Kiefermäuler) | Vertebrata, Craniota (Wirbeltiere) | Chordata (Chordatiere) | Bilateria (Bilateralsymmetrische Tiere) | Spezielle (taxonomische) Zoologie | Biologie | Hessen	WR 2612
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WR%208112>	Deutschland <westliche Länder> | Deutsches Sprachgebiet insgesamt, Deutschland und angrenzende Gebiete Mitteleuropas und Zentraleuropas (Deutschland, Österreich, Schweiz) insgesamt | Paläarktis, Eurosibirien, Europa | Regionalschlüssel zur Einordnung von floristischer und faunistischer Literatur | Reptilia, Faunistik und regional begrenzte Bestimmungsbücher | Amniota (Amnioten) | Vertebrata, Craniota (Wirbeltiere) | Chordata (Chordatiere) | Bilateria (Bilateralsymmetrische Tiere) | Spezielle (taxonomische) Zoologie | Biologie | Hessen	WR 8112
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/WU%204012>	Deutschland <westliche Länder> | Deutsches Sprachgebiet insgesamt, Deutschland und angrenzende Gebiete Mitteleuropas und Zentraleuropas (Deutschland, Österreich, Schweiz) insgesamt | Paläarktis, Eurosibirien, Europa | Spezielle Anthropologie | Anthropologie | Biologie | Hessen	WU 4012
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZA%2080814>	Deutschland | Mitteleuropa | Europa | Agrargeschichte einzelner Länder | Agrargeschichte | Agrargeschichte und -geografie | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZA 80814
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZB%2052914>	Deutschland | Mitteleuropa | Europa | Dorf und Dorfentwicklung | Raum- und Siedlungssoziologie | Land- und Agrarsoziologie | Wirtschafts- und Sozialwissenschaften | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZB 52914
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2050014>	Deutschland | Mitteleuropa | Europa | Allgemeines | Gartenbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZC 50014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2053214>	Deutschland | Mitteleuropa | Europa | Gärten und Parks | Garten- und Landschaftsgestaltung | Gartenbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZC 53214
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2054014>	Deutschland | Mitteleuropa | Europa | Allgemeines | Obstbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZC 54014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2058014>	Deutschland | Mitteleuropa | Europa | Allgemeines | Weinbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZC 58014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2058414>	Deutschland | Mitteleuropa | Europa | Geschichte des Weinbaus | Weinbau | Garten-, Obst- und Weinbau | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZC 58414
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2073014>	Deutschland | Mitteleuropa | Europa | Forstgeografie | Forstwesen | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZC 73014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2073514>	Deutschland | Mitteleuropa | Europa | Forstwirtschaft einzelner Länder/Gebiete | Forstwesen | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZC 73514
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZC%2085814>	Deutschland | Mitteleuropa | Europa | Forstgeschichte einzelner Länder / Gebiete | Forstgeschichte | Forstwesen | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZC 85814
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2011014>	Deutschland | Mitteleuropa | Europa | Allgemeines | Tierzucht | Nutztierwissenschaften | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZD 11014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2053014>	Deutschland | Mitteleuropa | Europa | Wohnbauten,  Bauernhof | Landbautechnik | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZD 53014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2064014>	Deutschland | Mitteleuropa | Europa | Allgemeines | Wasserwirtschaft | Kulturtechnik | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZD 64014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZD%2067014>	Deutschland | Mitteleuropa | Europa | Trinkwasserversorgung | Wasserwirtschaft | Kulturtechnik | Agrar- und Forstwissenschaft, Gartenbau, Ernährungs- und Haushaltswissenschaft | Rheinland-Pfalz, Saarland, Hessen	ZD 67014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZG%209314>	Deutschland | Mitteleuropa | Europa | Technik in einzelnen Ländern | Technik allgemein | Technik | Rheinland-Pfalz, Saarland, Hessen	ZG 9314
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZH%209014>	Deutschland | Mitteleuropa | Europa | Allgemeines und Länderliste | Raumplanung,Städtebau, Stadtplanung | Architektur | Technik | Rheinland-Pfalz, Saarland, Hessen	ZH 9014
<https://rvk.uni-regensburg.de/regensburger-verbundklassifikation-online#notation/ZO%205914>	Deutschland | Mitteleuropa | Europa | Schienenverkehr in einzelnen Ländern | Schienenverkehr, Eisenbahnwesen | Verkehr, Transport | Technik | Rheinland-Pfalz, Saarland, Hessen	ZO 5914
